OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701378,Sample-Routine,Water,Surface Water,1977-04-26,10:50:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,26,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701378,Sample-Routine,Water,Surface Water,1977-04-26,10:50:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,13.5,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701379,Sample-Routine,Water,Surface Water,1977-06-17,09:55:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,90,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701379,Sample-Routine,Water,Surface Water,1977-06-17,09:55:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,12,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701379,Sample-Routine,Water,Surface Water,1977-06-17,09:55:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,15.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701380,Sample-Routine,Water,Surface Water,1977-07-06,08:05:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,116,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701380,Sample-Routine,Water,Surface Water,1977-07-06,08:05:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,5.0,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701380,Sample-Routine,Water,Surface Water,1977-07-06,08:05:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,18.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701381,Sample-Routine,Water,Surface Water,1977-09-29,10:00:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,102,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701381,Sample-Routine,Water,Surface Water,1977-09-29,10:00:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,9.0,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97701381,Sample-Routine,Water,Surface Water,1977-09-29,10:00:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,14.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801340,Sample-Routine,Water,Surface Water,1977-11-09,08:45:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,69,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801340,Sample-Routine,Water,Surface Water,1977-11-09,08:45:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,101,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801340,Sample-Routine,Water,Surface Water,1977-11-09,08:45:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,11.5,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801341,Sample-Routine,Water,Surface Water,1978-04-14,14:50:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,53,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801341,Sample-Routine,Water,Surface Water,1978-04-14,14:50:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,25,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801341,Sample-Routine,Water,Surface Water,1978-04-14,14:50:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,10.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801342,Sample-Routine,Water,Surface Water,1978-07-07,08:30:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,77,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801342,Sample-Routine,Water,Surface Water,1978-07-07,08:30:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,9.6,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801342,Sample-Routine,Water,Surface Water,1978-07-07,08:30:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,17.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801343,Sample-Routine,Water,Surface Water,1978-08-18,13:05:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,93,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801343,Sample-Routine,Water,Surface Water,1978-08-18,13:05:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,5.6,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97801343,Sample-Routine,Water,Surface Water,1978-08-18,13:05:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,21.5,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901233,Sample-Routine,Water,Surface Water,1978-10-05,15:20:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,92,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901233,Sample-Routine,Water,Surface Water,1978-10-05,15:20:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,7.1,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901233,Sample-Routine,Water,Surface Water,1978-10-05,15:20:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,14.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901234,Sample-Routine,Water,Surface Water,1978-11-14,14:00:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,142,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901234,Sample-Routine,Water,Surface Water,1978-11-14,14:00:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,4.1,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901234,Sample-Routine,Water,Surface Water,1978-11-14,14:00:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,6.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901235,Sample-Routine,Water,Surface Water,1978-12-29,10:55:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,85,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901235,Sample-Routine,Water,Surface Water,1978-12-29,10:55:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,15,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901235,Sample-Routine,Water,Surface Water,1978-12-29,10:55:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,0.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901236,Sample-Routine,Water,Surface Water,1979-03-23,13:55:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,62,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901236,Sample-Routine,Water,Surface Water,1979-03-23,13:55:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,25,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901236,Sample-Routine,Water,Surface Water,1979-03-23,13:55:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,10.5,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901237,Sample-Routine,Water,Surface Water,1979-05-17,12:45:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,65,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901237,Sample-Routine,Water,Surface Water,1979-05-17,12:45:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,25,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901237,Sample-Routine,Water,Surface Water,1979-05-17,12:45:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,16.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901238,Sample-Routine,Water,Surface Water,1979-06-27,10:30:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,83,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901238,Sample-Routine,Water,Surface Water,1979-06-27,10:30:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,9.6,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901238,Sample-Routine,Water,Surface Water,1979-06-27,10:30:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,15.5,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901239,Sample-Routine,Water,Surface Water,1979-08-15,12:45:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,50,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901239,Sample-Routine,Water,Surface Water,1979-08-15,12:45:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,35,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.97901239,Sample-Routine,Water,Surface Water,1979-08-15,12:45:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,16.5,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001342,Sample-Routine,Water,Surface Water,1979-10-03,10:20:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,65,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001342,Sample-Routine,Water,Surface Water,1979-10-03,10:20:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,16,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001342,Sample-Routine,Water,Surface Water,1979-10-03,10:20:00,EDT,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,15.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001343,Sample-Routine,Water,Surface Water,1979-11-28,14:20:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,56,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001343,Sample-Routine,Water,Surface Water,1979-11-28,14:20:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,23,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001343,Sample-Routine,Water,Surface Water,1979-11-28,14:20:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,11.0,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001344,Sample-Routine,Water,Surface Water,1980-01-22,08:45:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,70,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001344,Sample-Routine,Water,Surface Water,1980-01-22,08:45:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,13,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001344,Sample-Routine,Water,Surface Water,1980-01-22,08:45:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,0.5,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001345,Sample-Routine,Water,Surface Water,1980-03-10,14:00:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,67,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001345,Sample-Routine,Water,Surface Water,1980-03-10,14:00:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,12,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001345,Sample-Routine,Water,Surface Water,1980-03-10,14:00:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,4.5,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001346,Sample-Routine,Water,Surface Water,1980-04-16,14:00:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,53,uS/cm @25C,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001346,Sample-Routine,Water,Surface Water,1980-04-16,14:00:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Stream flow, instantaneous",,44,cfs,Historical,,Actual,,,,,,,00061,,,,,,,,,,,,,
USGS-MA,USGS Massachusetts Water Science Center,sun4dmamrl.01.98001346,Sample-Routine,Water,Surface Water,1980-04-16,14:00:00,EST,,,,,,,,,,,USGS,U.S. Geological Survey-Water Resources Discipline,USGS-01115630,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,11.5,deg C,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,
